Event,Result,WhiteElo,BlackElo,ECO,Opening,TimeControl,Termination,white_material,black_material,material_diff,white_pieces_attacked,white_attacked_value,black_pieces_attacked,black_attacked_value,attacked_diff,white_center_pieces,black_center_pieces,white_center_control,black_center_control,center_control_diff,white_extended_control,black_extended_control,extended_control_diff,white_can_castle_kingside,white_can_castle_queenside,black_can_castle_kingside,black_can_castle_queenside,white_has_castled,black_has_castled,white_castling_rights_count,black_castling_rights_count,white_mobility,black_mobility,mobility_diff,white_weighted_mobility,black_weighted_mobility,weighted_mobility_diff,position_advantage,center_advantage,aggression,pawn_structure,pieces_protected,degrees_of_freedom,opponent_aggression,queen_position,knight_position,bishop_position,rook_position,pawn_position,dof_x_material
Rapid,-1,2079,2106,B56,Sicilian Defense: Classical Variation,600+0,Normal,28,29,-1,2,3,2,4,1,1,0,4,3,1,11,8,3,0,0,1,1,1,0,0,2,5,31,-26,17.0,0.0,17.0,4,3,0,1,2,-26,-1,-1,8,-18,4,4,1039.0
Blitz,0,2182,2150,D20,Queen's Gambit Accepted,180+0,Normal,31,31,0,3,11,4,14,3,1,1,3,2,1,12,9,3,0,0,0,0,1,1,0,0,39,32,7,174.0,0.0,174.0,7,3,1,0,0,7,6,-3,-11,17,5,0,2201.0
Blitz,-1,1913,1881,A00,Saragossa Opening,180+0,Normal,36,36,0,3,11,3,3,-8,0,2,3,3,0,10,11,-1,1,1,0,0,0,1,2,0,29,44,-15,112.0,0.0,112.0,-2,-1,0,1,-1,-15,-3,-2,-11,5,-7,0,2628.0
Blitz,-1,2213,2259,B08,Pirc Defense: Classical Variation,180+2,Normal,38,38,0,4,4,0,0,-4,2,0,4,3,1,12,10,2,0,0,0,0,1,1,0,0,39,40,-1,133.0,0.0,133.0,-1,2,-4,-1,0,-1,1,3,2,-1,0,0,3002.0
Blitz,-1,1639,1636,B20,Sicilian Defense: Bowdler Attack,300+3,Normal,28,28,0,1,1,1,1,0,2,1,2,2,0,11,10,1,0,0,0,0,1,1,0,0,35,40,-5,155.0,0.0,155.0,-2,1,0,1,0,-5,1,-3,0,-3,1,0,2100.0
Rapid,1,1482,1522,C23,Bishop's Opening,900+5,Normal,32,29,3,2,4,3,5,1,2,0,3,3,0,12,9,3,0,0,0,0,1,0,0,0,40,35,5,172.0,0.0,172.0,3,3,1,2,1,5,2,6,0,-6,10,2,2295.0
Blitz,-1,1430,1527,A10,English Opening: Anglo-Scandinavian Defense,180+0,Normal,34,31,3,3,11,3,7,-4,0,0,4,4,0,12,12,0,0,0,0,0,1,0,0,0,44,45,-1,222.0,0.0,222.0,3,0,0,-1,2,-1,1,-1,10,-4,1,0,2891.0
Blitz,1,2198,2173,A57,Benko Gambit,180+0,Normal,38,39,-1,4,4,3,3,-1,1,1,4,3,1,12,10,2,0,0,0,0,1,1,0,0,36,32,4,117.0,0.0,117.0,-1,2,-1,-3,-3,4,0,1,4,-2,1,-2,2616.0
Blitz,1,1976,1945,C30,King's Gambit,180+0,Normal,31,31,0,2,2,3,5,3,1,0,3,2,1,12,8,4,0,0,1,1,1,0,0,2,46,36,10,195.0,0.0,195.0,2,4,1,0,2,10,-2,2,5,0,7,0,2542.0
Blitz,1,1706,1743,C00,French Defense: Normal Variation,180+0,Normal,32,33,-1,3,5,2,8,3,1,1,2,2,0,10,11,-1,0,0,0,0,1,1,0,0,36,31,5,139.0,0.0,139.0,2,-1,-1,-2,-1,5,5,0,-4,15,-4,-2,2175.0
Blitz,1,2316,2253,A45,Indian Defense,180+0,Normal,33,34,-1,2,4,2,2,-2,0,1,3,4,-1,9,11,-2,0,0,0,0,1,1,0,0,34,39,-5,151.0,0.0,151.0,2,-2,0,0,2,-5,0,-1,0,0,-6,-2,2448.0
Blitz,1,2061,2057,C67,"Ruy Lopez: Open Berlin Defense, l'Hermet Variation",180+0,Normal,31,32,-1,2,2,4,4,2,0,0,4,3,1,12,11,1,0,0,0,0,1,1,0,0,46,37,9,196.0,0.0,196.0,0,1,2,-2,-2,9,4,1,8,-11,10,-1,2610.0
Blitz,1,2160,2159,C56,"Italian Game: Scotch Gambit, Walbrodt-Baird Gambit",180+0,Normal,22,22,0,2,2,1,3,1,0,0,4,2,2,10,8,2,0,0,0,0,1,0,0,0,37,27,10,120.0,0.0,120.0,7,2,-1,2,2,10,3,0,0,-4,4,0,1408.0
Blitz,-1,1788,1749,D02,Queen's Pawn Game: Chigorin Variation,180+0,Normal,33,35,-2,2,10,0,0,-10,1,2,2,2,0,7,10,-3,0,0,1,1,1,0,0,2,26,48,-22,97.0,0.0,97.0,-9,-3,-2,1,1,-22,-7,-2,0,-11,-3,2,2538.0
Blitz,-1,2152,2210,A45,Indian Defense,180+0,Normal,22,31,-9,5,6,1,9,3,0,0,1,3,-2,5,11,-6,1,1,0,0,0,1,2,0,2,30,-28,3.0,0.0,3.0,-10,-6,-4,0,-1,-28,-9,-13,3,-7,4,0,974.0
Blitz,0,1696,1673,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",180+0,Normal,35,35,0,3,5,4,6,1,1,1,4,2,2,14,9,5,0,0,0,0,1,1,0,0,44,38,6,203.0,0.0,203.0,4,5,1,0,0,6,2,2,2,-2,3,0,2870.0
Blitz,-1,2253,2249,A40,Queen's Pawn Game: Modern Defense,180+0,Normal,34,34,0,5,9,1,1,-8,2,0,3,3,0,13,10,3,0,0,0,0,1,1,0,0,44,45,-1,179.0,0.0,179.0,4,3,-4,0,0,-1,3,-3,0,5,3,0,3026.0
Blitz,-1,1794,1796,C40,King's Pawn Game: McConnell Defense,180+0,Normal,35,35,0,3,11,2,2,-9,1,1,3,4,-1,11,12,-1,0,0,1,1,1,0,0,2,38,38,0,146.0,0.0,146.0,3,-1,-1,1,2,0,3,-5,-3,10,6,0,2660.0
Blitz,1,2103,2063,B00,Pirc Defense,180+0,Normal,33,38,-5,2,10,3,9,-1,2,0,4,3,1,14,11,3,0,0,0,0,1,1,0,0,36,43,-7,128.0,0.0,128.0,-3,3,1,0,0,-7,-2,-2,0,4,-11,0,2822.0
Blitz,0,1522,1567,B06,Modern Defense,300+0,Normal,29,33,-4,2,2,4,6,4,1,0,4,4,0,12,9,3,0,0,0,0,1,1,0,0,41,36,5,206.0,0.0,206.0,1,3,2,0,-1,5,4,4,5,-15,7,4,2377.0
Blitz,1,2080,2058,C44,Scotch Game: Lolli Variation,300+0,Normal,29,32,-3,2,4,3,5,1,1,1,4,2,2,12,9,3,0,0,0,0,1,1,0,0,40,29,11,179.0,0.0,179.0,2,3,1,-1,-1,11,2,3,-8,1,10,1,2088.0
Blitz,1,1578,1588,C00,French Defense,300+0,Normal,34,36,-2,3,3,5,17,14,1,1,3,3,0,12,12,0,1,1,0,0,0,1,2,0,54,42,12,220.0,0.0,220.0,0,0,2,0,-6,12,5,0,5,-5,-2,1,3348.0
Blitz,-1,1645,1722,A00,Polish Opening,300+0,Normal,32,35,-3,2,6,3,5,-1,0,1,3,4,-1,11,11,0,0,0,0,0,1,1,0,0,34,33,1,157.0,0.0,157.0,-1,0,1,0,-1,1,-1,3,-5,-5,2,0,2243.0
Blitz,1,2045,2060,B21,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",180+0,Normal,35,35,0,5,7,3,5,-2,1,1,4,3,1,12,13,-1,0,0,0,0,1,1,0,0,41,47,-6,169.0,0.0,169.0,-1,-1,-2,-1,0,-6,-2,-1,0,-4,-1,0,3080.0
Blitz,-1,1759,1756,C33,King's Gambit Accepted: Gaga Gambit,300+0,Normal,30,37,-7,3,4,3,7,3,1,1,3,2,1,10,13,-3,0,0,0,1,0,0,0,1,2,47,-45,0.0,0.0,0.0,-15,-3,0,-1,-4,-45,-11,-6,-8,2,-8,-4,1799.0
Blitz,1,1695,1589,B45,"Sicilian Defense: Taimanov Variation, Normal Variation",300+0,Normal,37,38,-1,3,7,4,8,1,1,0,4,3,1,13,13,0,0,1,0,0,0,1,1,0,45,36,9,190.0,0.0,190.0,1,0,1,-3,-4,9,3,3,5,4,0,-1,3033.0
Blitz,1,1538,1496,D15,Slav Defense: Three Knights Variation,300+0,Normal,32,32,0,2,2,2,2,0,1,1,4,4,0,11,11,0,0,0,0,0,1,1,0,0,43,40,3,200.0,0.0,200.0,-1,0,0,0,-1,3,1,0,8,-7,3,0,2656.0
Blitz,-1,1871,1869,C21,Danish Gambit Accepted,300+0,Normal,23,25,-2,0,0,2,2,2,0,1,3,4,-1,7,10,-3,0,0,0,0,1,0,0,0,31,35,-4,90.0,0.0,90.0,-1,-3,2,-2,1,-4,-2,0,-2,0,4,-4,1588.0
Blitz,-1,2229,2251,C48,"Four Knights Game: Spanish Variation, Classical Variation",300+0,Normal,31,32,-1,1,3,1,1,-2,1,0,4,3,1,12,9,3,0,0,0,0,1,0,0,0,49,28,21,209.0,0.0,209.0,8,3,0,1,-1,21,8,5,8,-12,8,3,2415.0
Blitz,1,1543,1562,D00,Queen's Pawn Game,300+0,Normal,26,26,0,3,5,3,3,-2,2,1,3,3,0,13,12,1,0,0,0,0,0,0,0,0,30,32,-2,73.0,0.0,73.0,6,1,0,2,2,-2,5,0,5,-5,-1,0,1612.0
Blitz,1,1454,1438,C44,Ponziani Opening: Jaenisch Counterattack,300+0,Normal,31,32,-1,4,6,5,13,7,2,1,3,3,0,14,13,1,0,0,0,0,1,0,0,0,44,35,9,205.0,0.0,205.0,7,1,1,-1,3,9,1,-2,3,8,10,-2,2484.0
Blitz,1,1523,1545,D02,Queen's Pawn Game: London System,180+2,Normal,34,32,2,2,2,2,6,4,1,1,3,4,-1,12,11,1,0,0,0,0,0,0,0,0,37,40,-3,187.0,0.0,187.0,2,1,0,-1,-2,-3,1,2,-11,-1,6,1,2538.0
Blitz,1,1615,1603,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",180+2,Normal,28,29,-1,3,13,1,1,-12,1,1,4,2,2,11,10,1,0,0,1,1,1,0,0,2,36,35,1,170.0,0.0,170.0,1,1,-2,-1,1,1,0,1,8,-6,4,-2,2023.0
Blitz,1,1617,1622,B21,Sicilian Defense: Smith-Morra Gambit,180+2,Normal,35,35,0,1,1,1,1,0,1,0,4,2,2,13,9,4,0,0,0,0,1,1,0,0,45,33,12,161.0,0.0,161.0,5,4,0,1,2,12,5,1,4,3,6,0,2730.0
Blitz,1,1445,1478,A40,Horwitz Defense,180+2,Normal,34,36,-2,3,3,2,6,3,2,1,3,4,-1,11,8,3,0,0,0,0,1,1,0,0,35,31,4,149.0,0.0,149.0,2,3,-1,-1,0,4,0,4,-6,3,-3,1,2306.0
Blitz,1,1655,1640,C64,Ruy Lopez: Classical Variation,180+2,Normal,32,32,0,2,4,3,3,-1,0,1,3,3,0,10,11,-1,0,0,0,0,0,1,0,0,41,33,8,137.0,0.0,137.0,0,-1,1,-1,0,8,0,-5,0,6,5,0,2368.0
Blitz,0,1982,1999,C10,French Defense: Paulsen Variation,180+0,Normal,26,22,4,3,5,3,3,-2,1,0,3,3,0,12,9,3,0,0,0,0,1,0,0,0,44,29,15,136.0,0.0,136.0,5,3,0,0,0,15,9,0,10,-3,8,3,1782.0
Blitz,0,1583,1566,B50,Sicilian Defense: Modern Variations,180+0,Normal,22,23,-1,1,1,1,1,0,0,1,1,2,-1,8,10,-2,0,0,0,0,1,0,0,0,32,28,4,91.0,0.0,91.0,2,-2,0,-1,1,4,2,0,2,4,1,-3,1348.0
Blitz,1,2120,2077,B21,Sicilian Defense: Smith-Morra Gambit,180+0,Normal,34,35,-1,2,4,4,6,2,0,1,3,4,-1,11,11,0,0,0,0,0,1,1,0,0,40,36,4,155.0,0.0,155.0,-1,0,2,-2,-2,4,-1,-3,-10,8,2,-2,2620.0
Blitz,1,1950,1958,D00,Queen's Pawn Game: Accelerated London System,180+0,Normal,30,31,-1,0,0,1,3,3,1,1,3,3,0,12,10,2,0,0,0,0,1,1,0,0,49,31,18,238.0,0.0,238.0,7,2,1,0,0,18,5,1,3,6,5,-2,2431.0
Blitz,1,1865,1837,E71,King's Indian Defense: Makogonov Variation,180+0,Normal,37,37,0,1,3,2,2,-1,1,1,4,2,2,13,10,3,1,1,0,0,0,0,2,0,44,31,13,169.0,0.0,169.0,7,3,1,-1,1,13,6,3,4,6,1,0,2775.0
Blitz,-1,1526,1565,B01,Scandinavian Defense: Modern Variation,180+0,Normal,22,23,-1,2,6,1,5,-1,0,0,3,3,0,9,10,-1,0,0,0,0,1,1,0,0,31,41,-10,97.0,0.0,97.0,-5,-1,-1,0,0,-10,-6,0,8,-14,0,-2,1625.0
Blitz,1,2059,2032,C41,Philidor Defense: Morphy Gambit,180+0,Normal,32,25,7,2,2,4,8,6,1,1,4,1,3,13,10,3,0,0,0,0,1,1,0,0,45,28,17,221.0,0.0,221.0,7,3,2,1,1,17,3,18,-6,3,5,2,2140.0
Blitz,-1,2298,2229,B00,Nimzowitsch Defense: Williams Variation,180+0,Normal,35,35,0,2,2,2,2,0,1,0,4,4,0,13,11,2,0,0,0,0,1,1,0,0,38,30,8,130.0,0.0,130.0,4,2,0,1,1,8,3,-1,8,-3,4,0,2380.0
Blitz,-1,1810,1824,D11,Slav Defense: Modern Line,180+0,Normal,31,31,0,0,0,2,4,4,0,0,4,3,1,12,9,3,0,0,1,1,0,0,0,2,50,31,19,218.0,0.0,218.0,9,3,2,0,0,19,9,6,0,1,7,0,2511.0
Rapid,-1,1401,1942,B40,Sicilian Defense: Four Knights Variation,600+0,Normal,31,35,-4,2,4,3,5,1,1,1,4,2,2,12,11,1,0,0,0,0,1,1,0,0,42,41,1,182.0,0.0,182.0,-7,1,1,0,0,1,-4,7,8,-15,0,-2,2737.0
Rapid,-1,1716,1827,B20,Sicilian Defense: Bowdler Attack,600+0,Normal,35,37,-2,3,5,1,3,-2,1,1,3,4,-1,11,11,0,1,1,0,0,0,1,2,0,34,38,-4,145.0,0.0,145.0,-2,0,-2,0,-2,-4,0,5,-9,-3,0,1,2596.0
Rapid,-1,1515,1452,D00,Queen's Pawn Game: Levitsky Attack,600+0,Normal,32,33,-1,2,4,3,3,-1,0,2,3,4,-1,10,13,-3,0,0,0,0,1,1,0,0,40,31,9,183.0,0.0,183.0,0,-3,1,-4,-5,9,1,2,0,0,0,-1,2303.0
Rapid,-1,2152,2039,E76,King's Indian Defense: Four Pawns Attack,600+0,Normal,32,32,0,3,11,5,11,0,2,1,4,4,0,15,10,5,0,0,0,0,1,1,0,0,45,35,10,185.0,0.0,185.0,11,5,2,1,1,10,11,1,-8,10,3,0,2560.0
Rapid,1,1732,1766,C43,Petrov's Defense: Modern Attack,600+0,Normal,27,25,2,3,12,4,16,4,0,0,2,3,-1,10,13,-3,0,0,0,0,1,1,0,0,5,41,-36,23.0,0.0,23.0,-4,-3,1,-1,0,-36,-5,-6,0,8,1,-2,1160.0
Rapid,1,1593,1636,A40,Englund Gambit: Hartlaub-Charlick Gambit,600+0,Normal,32,31,1,3,3,2,2,-1,0,0,4,2,2,10,8,2,0,0,0,0,1,1,0,0,32,35,-3,147.0,0.0,147.0,1,2,-1,3,3,-3,-3,6,2,-5,-3,2,2109.0
Rapid,-1,1999,1931,C22,Center Game: Normal Variation,600+0,Normal,32,32,0,2,6,2,2,-4,1,1,4,3,1,10,11,-1,0,0,0,0,1,1,0,0,40,37,3,201.0,0.0,201.0,0,-1,0,0,-1,3,4,2,6,-8,5,0,2464.0
Blitz,-1,2359,2470,A40,Queen's Pawn Game,180+0,Normal,33,33,0,2,4,1,1,-3,2,0,4,4,0,13,9,4,0,0,1,0,1,0,0,1,33,30,3,121.0,0.0,121.0,4,4,-1,1,3,3,3,-1,9,1,0,0,2079.0
Blitz,1,1884,1963,A43,"Benoni Defense: Old Benoni, Mujannah Formation",180+2,Normal,37,37,0,1,1,2,2,1,1,0,4,4,0,13,11,2,0,0,0,0,1,1,0,0,37,52,-15,154.0,0.0,154.0,-2,2,1,1,2,-15,-1,-2,2,1,-8,0,3293.0
Rapid,-1,1739,1749,D00,Queen's Pawn Game: Chigorin Variation,600+5,Normal,26,25,1,1,3,2,2,-1,2,1,2,3,-1,10,8,2,0,0,0,0,1,1,0,0,32,27,5,89.0,0.0,89.0,4,2,1,1,0,5,4,0,8,-5,1,2,1507.0
Rapid,1,1735,1675,C34,King's Gambit Accepted: MacLeod Defense,600+5,Normal,34,37,-3,3,11,4,6,-5,1,1,4,3,1,13,11,2,0,0,0,0,1,0,0,0,52,40,12,234.0,0.0,234.0,2,2,1,-1,-1,12,2,6,-8,2,4,0,3248.0
Rapid,1,1518,1512,B10,Caro-Kann Defense,600+5,Normal,31,32,-1,3,5,3,5,0,0,2,3,4,-1,9,14,-5,0,0,0,0,1,1,0,0,31,44,-13,148.0,0.0,148.0,-9,-5,0,-2,-2,-13,-7,-2,0,-4,-5,-2,2369.0
Blitz,-1,1998,1961,B01,Scandinavian Defense: Modern Variation,300+3,Normal,21,23,-2,2,2,0,0,-2,1,1,0,1,-1,7,6,1,0,0,1,1,0,0,0,2,21,26,-5,35.0,0.0,35.0,-5,1,-2,1,0,-5,-3,0,-8,-1,0,2,1039.0
Blitz,-1,1638,1623,A25,"English Opening: King's English Variation, Reversed Closed Sicilian",300+3,Normal,33,34,-1,2,2,2,2,0,0,2,2,3,-1,8,13,-5,0,0,1,0,1,0,0,1,38,39,-1,155.0,0.0,155.0,-3,-5,0,-2,-1,-1,-6,-2,-2,-2,5,-2,2580.0
Blitz,-1,1585,1614,B10,Caro-Kann Defense,300+3,Normal,32,32,0,3,7,3,5,-2,1,1,4,3,1,12,11,1,0,0,0,0,1,1,0,0,43,34,9,183.0,0.0,183.0,2,1,0,0,-1,9,2,0,4,0,5,0,2464.0
Classical,-1,1562,1553,B32,Sicilian Defense: Open,1800+0,Normal,31,32,-1,3,11,3,5,-6,1,1,3,4,-1,10,12,-2,0,0,0,0,1,1,0,0,32,33,-1,106.0,0.0,106.0,-2,-2,0,-2,-2,-1,2,2,8,-5,7,-2,2048.0
Blitz,-1,1779,1824,B20,Sicilian Defense: Bowdler Attack,180+0,Normal,25,25,0,1,5,3,11,6,0,2,2,4,-2,11,12,-1,0,0,0,0,1,0,0,0,40,45,-5,112.0,0.0,112.0,-4,-1,2,-1,-4,-5,-3,0,-13,5,-5,0,2125.0
Blitz,0,1475,1485,B21,Sicilian Defense: McDonnell Attack,180+1,Normal,34,35,-1,3,5,2,2,-3,1,2,4,4,0,9,11,-2,0,0,0,0,1,1,0,0,34,48,-14,127.0,0.0,127.0,-6,-2,-1,-1,-1,-14,-1,0,-8,4,-7,-2,2836.0
Rapid,-1,2059,2067,C01,French Defense: Exchange Variation,600+0,Normal,37,37,0,3,5,3,3,-2,0,2,3,3,0,10,13,-3,0,0,0,0,1,1,0,0,41,54,-13,147.0,0.0,147.0,-4,-3,0,1,2,-13,-4,-5,-2,5,-4,0,3515.0
Rapid,-1,1575,1634,B00,Pirc Defense,600+0,Normal,33,33,0,1,1,2,2,1,2,1,4,2,2,13,9,4,0,0,0,0,1,1,0,0,32,30,2,128.0,0.0,128.0,2,4,1,1,0,2,5,3,-8,4,-1,0,2046.0
Rapid,1,1844,1769,D00,Queen's Pawn Game: Accelerated London System,600+0,Normal,34,36,-2,4,12,1,3,-9,1,0,3,4,-1,8,12,-4,0,0,0,0,1,1,0,0,25,45,-20,92.0,0.0,92.0,-7,-4,-3,1,3,-20,-5,-2,2,-3,-5,2,2470.0
Rapid,-1,1671,1693,A53,Old Indian Defense,600+0,Normal,35,35,0,1,9,6,8,-1,1,1,3,4,-1,13,10,3,0,0,0,0,1,1,0,0,46,32,14,209.0,0.0,209.0,4,3,5,-2,-2,14,7,5,2,4,0,0,2730.0
Rapid,-1,1429,1354,B10,Caro-Kann Defense: Hillbilly Attack,600+0,Normal,34,33,1,6,18,5,11,-7,1,1,2,4,-2,10,13,-3,0,0,1,1,0,0,0,2,44,51,-7,177.0,0.0,177.0,3,-3,-1,3,2,-7,-2,-1,-4,0,-2,2,3179.0
Blitz,-1,1463,1459,D00,Queen's Pawn Game: Accelerated London System,300+0,Normal,28,30,-2,5,4,2,4,0,0,1,3,2,1,9,12,-3,1,1,1,1,0,0,2,2,3,40,-37,9.0,0.0,9.0,-5,-3,-3,-1,0,-37,-7,2,6,-5,1,-4,1284.0
Blitz,1,1549,1553,C44,Scotch Game,300+0,Normal,34,31,3,3,7,3,3,-4,0,1,3,4,-1,13,11,2,0,0,0,0,1,0,0,0,42,40,2,191.0,0.0,191.0,4,2,0,0,2,2,3,2,3,4,-3,0,2668.0
Blitz,-1,1630,1732,B23,"Sicilian Defense: Closed, Traditional",300+0,Normal,35,35,0,0,0,2,2,2,1,1,4,3,1,12,11,1,0,0,0,0,1,1,0,0,37,30,7,150.0,0.0,150.0,3,1,2,-1,0,7,3,2,2,2,2,1,2345.0
Blitz,-1,1767,1869,B06,Modern Defense,300+0,Normal,31,31,0,2,2,0,0,-2,2,0,2,3,-1,9,12,-3,0,0,0,0,1,1,0,0,29,46,-17,133.0,0.0,133.0,-6,-3,-2,1,0,-17,-2,-2,-5,1,-9,0,2325.0
Blitz,-1,1418,1417,C50,Italian Game: Anti-Fried Liver Defense,300+0,Normal,29,28,1,2,10,3,11,1,0,0,3,2,1,11,11,0,0,0,0,0,1,1,0,0,36,47,-11,163.0,0.0,163.0,-5,0,1,2,2,-11,-3,-6,0,-1,0,2,2360.0
Blitz,1,1702,1358,C41,Philidor Defense,300+0,Normal,32,30,2,3,11,4,10,-1,1,1,3,3,0,12,11,1,0,0,0,0,1,0,0,0,44,35,9,198.0,0.0,198.0,6,1,1,0,-2,9,9,-2,-3,0,7,4,2458.0
Blitz,-1,2180,2259,B12,Caro-Kann Defense: Advance Variation,300+0,Normal,36,36,0,3,3,2,4,1,2,1,3,4,-1,12,13,-1,0,0,1,1,1,0,0,2,36,41,-5,169.0,0.0,169.0,-1,-1,-1,1,0,-5,1,3,-4,-1,1,0,2772.0
Rapid,0,2032,2023,C26,"Bishop's Opening: Vienna Hybrid, Spielmann Attack",600+0,Normal,29,29,0,3,2,3,7,5,1,1,3,2,1,11,7,4,0,0,0,0,0,1,0,0,5,29,-24,0.0,0.0,0.0,3,4,0,0,0,-24,1,4,6,-2,6,0,986.0
Rapid,1,1985,1918,B10,Caro-Kann Defense: Accelerated Panov Attack,600+0,Normal,34,34,0,1,1,4,6,5,1,1,3,3,0,11,10,1,0,0,0,0,1,1,0,0,51,38,13,205.0,0.0,205.0,5,1,3,-1,0,13,5,-7,-8,13,8,0,3026.0
Rapid,-1,1848,1834,D00,Queen's Pawn Game: Chigorin Variation,600+0,Normal,33,33,0,0,0,2,2,2,1,1,4,2,2,13,8,5,0,0,1,1,1,0,0,2,35,26,9,133.0,0.0,133.0,9,5,2,0,2,9,5,3,2,6,3,0,2013.0
Rapid,0,1902,1897,B21,"Sicilian Defense: Smith-Morra Gambit Declined, Center Formation",600+0,Normal,33,34,-1,2,4,5,7,3,1,1,3,1,2,12,10,2,1,1,0,0,0,0,2,0,46,31,15,240.0,0.0,240.0,6,2,3,-2,-2,15,6,7,-4,8,-2,-2,2572.0
Rapid,1,1580,1543,C30,King's Gambit Declined: Petrov's Defense,600+0,Normal,29,31,-2,4,16,2,10,-6,0,1,3,4,-1,11,14,-3,0,0,0,0,0,1,0,0,45,45,0,184.0,0.0,184.0,-4,-3,-2,-2,-3,0,0,-8,2,9,-5,0,2700.0
Rapid,-1,1505,1478,C40,King's Pawn Game: Damiano Defense,600+0,Normal,34,34,0,3,3,3,7,4,0,1,2,3,-1,10,14,-4,0,0,1,1,1,0,0,2,42,39,3,160.0,0.0,160.0,-1,-4,0,1,1,3,-4,-11,-11,16,2,0,2754.0
Blitz,1,1699,1667,D00,Queen's Pawn Game,300+0,Normal,35,34,1,2,4,3,7,3,1,0,3,3,0,11,11,0,0,0,0,0,1,1,0,0,41,44,-3,183.0,0.0,183.0,-2,0,1,2,0,-3,-2,4,2,-8,-3,2,2931.0
Rapid,0,1621,1654,D05,Queen's Pawn Game: Colle System,600+0,Normal,28,31,-3,2,2,3,5,3,0,1,1,1,0,9,9,0,1,0,0,0,0,1,1,0,32,37,-5,139.0,0.0,139.0,-2,0,1,-1,-2,-5,-3,1,-8,0,-1,0,2043.0
Blitz,1,1578,1585,C44,Scotch Game: Lolli Variation,240+4,Normal,19,19,0,3,5,1,3,-2,0,0,2,1,1,6,6,0,1,1,1,1,0,0,2,2,27,25,2,56.0,0.0,56.0,-1,0,-2,1,0,2,1,0,0,1,-5,-1,988.0
Blitz,-1,1778,1893,B06,Modern Defense,180+2,Normal,35,36,-1,2,2,2,2,0,2,0,4,2,2,11,9,2,0,0,0,0,1,1,0,0,42,32,10,154.0,0.0,154.0,3,2,0,-2,0,10,3,1,8,-1,3,-2,2622.0
Blitz,1,1738,1690,A40,English Defense,180+0,Normal,29,32,-3,1,0,1,1,1,0,1,3,2,1,9,9,0,0,0,1,1,1,0,0,2,4,31,-27,0.0,0.0,0.0,3,0,0,-4,-4,-27,2,3,-8,7,1,-5,1108.0
Blitz,-1,2311,2271,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,180+0,Normal,34,35,-1,2,6,3,5,-1,2,1,3,3,0,12,11,1,0,0,0,0,1,1,0,0,54,35,19,240.0,0.0,240.0,4,1,1,-3,-3,19,6,3,8,-6,7,-2,3061.0
Blitz,1,1960,2008,B01,Scandinavian Defense,180+0,Normal,32,32,0,3,3,1,1,-2,1,1,4,4,0,12,13,-1,0,0,0,0,1,1,0,0,44,41,3,188.0,0.0,188.0,2,-1,-2,1,1,3,1,-1,-6,9,2,0,2720.0
Blitz,1,1633,1530,C00,French Defense: Franco-Sicilian Defense,300+3,Normal,31,31,0,3,7,3,7,0,2,1,1,3,-2,11,9,2,0,0,1,1,1,0,0,2,42,44,-2,196.0,0.0,196.0,3,2,0,1,2,-2,3,2,2,-2,0,0,2666.0
Blitz,-1,1505,1503,C54,"Italian Game: Classical Variation, Giuoco Pianissimo, with h6",300+3,Normal,36,36,0,2,4,4,4,0,1,1,3,2,1,13,11,2,0,0,0,0,1,1,0,0,41,37,4,160.0,0.0,160.0,6,2,2,0,0,4,2,-1,10,-5,-4,0,2808.0
Blitz,1,2044,2096,B50,Sicilian Defense: Modern Variations,300+3,Normal,31,30,1,1,5,2,2,-3,1,0,3,2,1,11,7,4,0,0,0,0,1,1,0,0,31,30,1,123.0,0.0,123.0,4,4,1,0,1,1,6,1,0,7,1,-4,1861.0
Blitz,-1,1643,1726,B00,Owen Defense,300+3,Normal,32,32,0,2,4,3,5,1,1,0,4,4,0,13,10,3,0,0,0,0,1,1,0,0,39,34,5,180.0,0.0,180.0,5,3,1,-1,-1,5,6,6,2,0,1,0,2336.0
Blitz,1,1583,1729,C02,"French Defense: Advance Variation, Paulsen Attack",180+1,Normal,31,31,0,2,2,0,0,-2,1,1,2,3,-1,11,11,0,0,0,1,1,1,0,0,2,36,42,-6,139.0,0.0,139.0,2,0,-2,-1,1,-6,1,-9,2,3,5,0,2418.0
Blitz,-1,1763,1848,B20,Sicilian Defense: Bowdler Attack,240+3,Normal,34,34,0,3,4,0,0,-4,1,1,2,4,-2,10,13,-3,0,0,0,0,1,1,0,0,3,50,-47,8.0,0.0,8.0,-6,-3,-3,1,1,-47,-4,-5,6,-11,-4,0,1802.0
Blitz,1,2003,1872,A20,"English Opening: King's English Variation, Nimzowitsch-Flohr Variation",300+0,Normal,37,38,-1,3,13,4,8,-5,1,0,3,4,-1,10,12,-2,0,0,1,1,1,0,0,2,45,38,7,160.0,0.0,160.0,-1,-2,1,-1,-2,7,-4,-5,5,1,2,-2,3109.0
